ID,Volume,Part,Page,Date,Author,Title,Imprint,Quotation,Headnotes
part3_p20_a3,Vol.2,part III,p20,1855.,"Burne-Jones, Sir Edward Coley.",,"See below, 1855, Morris.",,
part3_p20_a4,Vol.2,part III,p20,1855.,"Chatelain, Jean Baptiste François Ernest de.",La Fleur et la Feuille :,"poème, avec le texte en regard, traduit en vers français de G. Chaucer par le Chevalier de Chatelain, London. See below, App. B.",,
part3_p20_a5,Vol.2,part III,p20,1855-8.,"Clarke, Mary Cowden.","Music among the Poets and Poetical Writers,","[in] The Musical Times, vol. vi, 1855, Feb. 1, p. 290, Feb. 5, p. 311, March 15, p. 343, April 1, p. 353, May 1, p. 383; vol, vii, May 15, p. 6, June 15, p. 37, July 1, p. 54, Aug. 1, p. 85; 1856, May 1, p. 235, July 1, p. 261, Aug. 1, p. 283, Dec. 1, p. 347; vol. viii, 1857, March I, p. 6, July 1, pp. 74, 79, Sept 1, p. 106, Nov. 1, pp. 137-8; 1858, Jan. 1, pp. 169-70, Feb. 1, p. 186, March 1, p. 207, June 1, p. 252, Aug. 1, p. 286, Oct. 1, pp. 317-18.","[Quotations with comments, more freely from Chaucer than
from any other poet.]",
part3_p21_a1,Vol.2,part III,p21,[c. 1855?],"Dixon, Richard Watson.",A Wedding Scene from Chaucer.,,"to H. C. Beeching, Dict. Nat. Biog., 1st Suppl., vol. ii, 1901,
[A painting, the only one of Dixon's that survives, according
p. 139. Dixon was a college friend of William Morris and
Burne-Jones, and no doubt shared their readings in Chaucer
(see below, 1855, Morris). Dean Beeching further notes (ib.
p. 140) that 'Dixon had a great look of Chaucer as he appears
in Hoccleve's portrait, and the resemblance was more than
external, reaching to a characteristic and humorous interest in
all sorts and conditions of people.' That the same resemblance
was also noticed in Morris and in D. G. Rossetti (q.v. above,
1845, F. M. Brown) is perhaps only a sign of the enthusiasm
of the Pre-raphaelites for Chaucer.]",
part3_p21_a2,Vol.2,part III,p21,1855.,"Dobell, Sydney Thompson.","America,","[printed in] Poetical Works. 1875, 2 vols., vol. i, p. 235.","Ye shall be
Lords of an Empire wide as Shakespeare’s soul,
Sublime as Milton's immemorial theme,
And rich as Chaucer's speech, and fair as Spencer's dream.",
part3_p21_a3,Vol.2,part III,p21,1855.,"Hunt, James Henry Leigh.","Beaumont and Fletcher,","or, The Finest Scenes, Lyrics and other Beauties of those two Poets . . . with . . . notes and . . . preface by Leigh Hunt, pp. 288 n., 294n.","[p. 288] [The Two Noble Kinsmen.]
Who dost pluck
With arm armipotent, etc.
A most magnificent image. The epithet armipotent is from
Chaucer, and employed in a manner not unworthy of that ill¬
understood master of versification. Chaucer took it from
Boccaccio, but turned it from prose into poetry, by putting
it in a right place :—
Vide in questa la casa del suo Dio
Armipotente, ed essa edificata
Tutta d’acciajo isplendido e pulio.
Teseide, lib. vii. st. 32.
And downward from an hill, under a bent,
There stood the temple of Mars armipotent,
Wrought all of burned stele, etc.","[This example, from the Two Nobel Kinsmen, of the use ot ""armipotent"" is not given in the New English Dictionary, one from 'Fairfax's Tasso, 1600, being given for this period. It is probable that the word has never been used in English without conscious reference to the passage from the Knightes Tale quoted by Leigh Hunt above.]"
part3_p22_a1,Vol.2,part III,p22,[c. 1855.],"Hunt, James Henry Leigh.","An Essay on the Sonnet,","[in] The Book of the Sonnet, ed. Leigh Hunt and S. Adams Lee, Boston, 1867, vol. i, pp. 65-6.","[p. 65] How are we to account for the non-appearance of a Sonnet
in the poems of Chaucer?—of Chaucer, who was so fond of
Italian poetry, such a servant of love, such a haunter of the
green corners of revery, particularly if they were ""small,""—
of Chaucer, moreover, who was so especially acquainted with
the writings of Petrarca’s predecessor, Dante, with those of
his friend Boccaccio, and who, besides eulogizing the genius
of Petrarca himself, is supposed to have made his personal
acquaintance at Padua? Out of the four great English poets,
Chaucer is the only one who has left us a sonnet of no kind
[p. 66] whatsoever, though he was qualified for every kind, and
though of none of the four poets it would seem more naturally
to have fallen in the way.
[Three reasons for this are suggested: (1) Chaucer's close
connection with France led him to French miscellaneous
poetry rather than Italian, (2) the sonnets of Dante and
Petrarch were not yet known in England, (3) Chaucer's own
propensity to narrative in poetry.] The second of these
reasons, however, I take to have been the chief. Had Chaucer
been familiar with the Sonnets of men whom he so admired,
the very lovingness of his nature would hardly have failed to
make him echo their tones!","[For the date, which should be two years later, see below, App. A, [c. 1857]."
part3_p22_a2,Vol.2,part III,p22-23,1855.,"Hunt, James Henry Leigh.","[Preface to] Death and the Ruffians modernized from Chaucer,","[in] Stories in Verse, pp. 262-3.","[This modernization of the Pardoners Tale first appeared,
without a preface, in 1845, q.v. It is followed in Stories in
Verse by Cambus Khan, Hunt's second version of part of
the Squiers Tale, which first appeared in Horne’s Chaucer
Modernized, 1841. q.v.]
[p. 262] The reader will do me great injustice, if he thinks that
modernizations like these are intended as substitutes for
what they modernize. Their only plea for indulgence is, that
they may act as incitements towards acquaintance with the
great original. Chaucer's stories are all complete of their
kind, all interesting in their plots, and surprising in their
terminations; and the satirical stories are as full of amuse¬
ment, as the serious are of nobleness and pathos. It is
therefore scarcely possible to repeat any one of them, in any
way, without producing, in intelligent readers, a desire to
know more of him; and so far, and so far only, such ventures
as the first of the two following become excusable. I heartily
[p. 263] agree with those critics who are of opinion, that no modern¬
izations of Chaucer, however masterly they might be, could
do him justice; for either they must be little else but re¬
spellings (in which case they had better be wholly such at
once, like Mr. Clarke’s, and profess to be nothing but aids
to perusal), or, secondly, they must be something betwixt
old style and new, and so reap the advantages of neither
(which is the case, I fear, with the one just mentioned); or
lastly, like the otherwise admirable versions by Dryden and
Pope, they must take leave in toto of the old manner of the
original, and proceed upon the merits, whatever those may be,
of the style of the modernizers; in which case Chaucer is sure
to lose, not only in manner but in matter.
""Conscience,"" for example, is now a word of two syllables.
In Chaucer's time it was a word of three—Con-sci-ence. How
is a modern hand to fill up the concluding line in the character
of the Nun, without spoiling it?
""And all was con-sci-ence and tender heart.""
""A tender heart"" would not do at all; nor can you find any
monosyllable that would.
So, still more emphatically, in the use of the old negative
n’as (was not) in the exquisite couplet about the officious
lawyer—
""No where so busy a man as he there n’as.""
(Pronounce noz),
""And yet he seemèd busier than he was.""
Here the capital rhyme with those two smart peremptory
monsyllables (noz and woz) and consequently the perfection of
the couplet, and part of the very spirit of the wit, must be
lost in the necessity for turning the old words into new.",
part3_p23_a1,Vol.2,part III,p23-25,1855.,"Milman, Henry Hart.","History of Latin Christianity,","vol. vi, pp. 432, 536, 545-550; 3rd edition, 1864, vol. ix, pp. 97, 232-3, 244-50.","[p. 224] [Outlines of Chaucer's biography, with mention of the
tradition that he was present at the wedding of Lionel and
Violante Visconti at Milan, and there met Petrarch. Sir Harris
Nicolas cited.]
[p. 245] Chaucer was master of the whole range of vernacular poetry,
which was bursting forth in such young and prodigal vigour,
in the languages born from the Romance Latin. He had read
Dante, he had read Petrarch; to Boccaccio he owed the ground¬
work of two of his best poems—The Knight's Tale ... and
Griselidis. I cannot but think that he was familiar with the
Troubadour poetry of the Langue d’Oc; of the Langue d’Oil,
he knew well the knightly tales of the Trouvères and the
Fabliaux, as well as the later allegorical school, which was
then in the height of its fashion in Paris.
[References to Man of Law’s Tale, Troilus, Squieres Tale,
Knightes Tale, Frankeleyns Tale, Clerkes Tale, Merchantes
Tale, Milleres Tale, Reves Tale, Sir Thopas, Nonnes Prestes
Tale, Rom. Rose, Hous of Fame.]
[p. 246] Yet all the while Chaucer in thought, in character, in
language is English—resolutely, determinately, almost boastfully
English [footnote: quotation from Testament of Love in sup¬
[p. 247] port of this]. The creation of native poetry was his deliberate
aim; and already, that broad, practical, humorous yet serious
view of life, of life in its infinite variety, that which reaches its
height in Shakespeare, has begun to reveal itself in Chaucer.
The Canterbury Tales, even in the Preface, represent, as in a
moving comedy, the whole social state of the times; they
display human character in action as in speech; and that
character is the man himself. . . . There is an example of every
order and class of society, high, low, secular, religious. As yet
each is distinct in his class, as his class from others. Contrast
Chaucer's pilgrims with the youths and damsels of Boccaccio.
Exquisitely as these are drawn, and in some respects finely
touched, they are all of one gay light class; almost any one
might tell any tale with equal propriety; they differ in name,
in nothing else.
In his religious characters, if not in his religious tales ...
Chaucer is by no means the least happy. In that which is
purely religious the poet himself is profoundly religious; in
his Prayer to the Virgin, written for the Duchess Blanche
of Lancaster, for whom also he poured forth his sad elegy; in
his Gentle Martyrs, S. Constantia and S. Cecilia: he is not
without his touch of bigotry, as has been said in Hugh of
Lincoln. But the strong Teutonic good sense of Chaucer had
[p. 248] looked more deeply into the whole monastic and sacerdotal
system. His wisdom betrays itself in his most mirthful, as in
his coarsest humour. He who drew the Monk, the Pardoner,
the Friar Limitour, the Summoner, had seen far more than the
outer form, the worldliness of the Churchmen, the abuse of
indulgences, the extortions of the friars, the licentiousness of
the Ecclesiastical Courts, of the Ecclesiastics themselves; he
had penetrated into the inner depths of the religion. Yet his
wisdom, even in his most biting passages, is tempered with
charity. Though every order, the Abbot, the Prioress, the
Friar, the Pardoner, the Summoner, are impersonated to the
life, with all their weaknesses, follies, affectations, even vices
and falsehoods, in unsparing freedom, in fearless truth, yet none
or hardly one, is absolutely odious. ... The Summoner, whose
[p. 249] office and the Archdeacon's Court in which he officiated seem to
have been most unpopular, is drawn in the darkest colours, with
his fire-red cherubim’s face, lecherous, venal, licentious. Above
all, the Parish Priest of Chaucer has thrown off Roman mediæval
sacerdotalism; he feels his proper place; he arrays himself
only in the virtues which are the essence of his holy function.
This unrivalled picture is the most powerful because the most
quiet, uninsulting, unexasperating satire. Chaucer's Parish
Priest might have been drawn from Wycliffe ... not at
Oxford ... but the affectionate and beloved teacher of his
humble flock. ... [The rest of the Chaucerian passage refers
to incidents and subjects connected with Chaucer only by the
acceptance of the Testament of Love as his.]",
part3_p25_a1,Vol.2,part III,p25-26,1855.,"Morris, William, and Burne-Jones, Sir Edward Coley.",Reading of Chaucer at Oxford,"[recorded in] The Life of William Morris, by J. W. Mackail, 2 vols, 1901, vol. i, p. 61.","[""During this year (1855) he (Morris) and Burne-Jones read
through Chaucer. He found, in the poet whom he afterwards
took for his special master, not merely the wider and sweeter
view of life which was needed to correct the harsh or mystical
elements of his own mediævalism, but the conquest of English
verse as a medium boundless in its range and perfect in its
flexibility."" Of Morris in 1854, Mr. Mackail says (ib. p. 39),
""The two books, which afterwards stood with him high and
apart beyond all others, Chaucer and Malory, were as yet
unknown to him."" See also Memorials of Edward Burne¬
Jones, by G. B.-J., 2 vols, 1904, vol. i, p. 104.
Morris is said (like D. G. Rossetti, see above, 1845, Brown,
and like R. W. Dixon, q.v. 1855) to have resembled the
Occleve portrait of Chaucer at this time.]",
part3_p27_a1,Vol.2,part III,p27,1855.,"Stanley, Arthur Penrhyn.","Historical Memorials of Canterbury,","pp. 104n., 118, 146, 164-77, 184-7, 189, 206.","[p. 165] [Canterbury Tales.] In the first place we may observe that
[p. 166] every element of society except the very highest and lowest
was represented ... These no doubt are selected as the
types of the classes who would ordinarily have been met on
such an excursion. ...
[p.167] And further, though the particular plan laid out in his
prologue, and the regulation of the whole by the host, is
evidently the poet's own creation; yet the practice of telling
stories on the journeys to and from Canterbury must have
been common in order to give a likelihood to such a plan. It
was even a custom for the bands of pilgrims to be accompanied
by hired minstrels and story-tellers. . .
[These marvellous tales gave rise to the proverbial expression
'a Canterbury Tale,' probably now extinct in England, but
surviving in America in the exclamation 'What a Canter¬
bury!'
The tales were in other cases probably related at the halts;
but in this instance on the road, those of the party who were
distant thus hearing nothing—'a circumstance which to some
extent palliates the relation of the coarser stories in a company
which contained the prioress, the nuns, the parson, and the
scholar.'
Remarks follow on the auspicious start in spring-time giving
'the colour to Chaucer's whole poem'; on the topographical
details of the route, the Tabard, and the approach to the city.
There are many other minor allusions.]","[The second and third Essays, which originally appeared in 1853 and 1852, contain
only passing references.]"
part3_p28_a1,Vol.2,part III,p28,1855.,"Trench, Richard Chenevix.","English Past and Present,","pp. 33-6, 46, 56, 79, 84, 86-7, 97-8, 101, 103, 110-13, 118, 121, 138-9, 143, 152, 159.","[pp. 33- [Trench believes, with Tyrwhitt, that Chaucer's influence in
6]
introducing French words into the language has been much
exaggerated; he only furthered a tendency already existing.
Yet his diction is much more French than Wycliffe's; some
of his French-derived words failed to retain their place in
English.]",
part3_p28_a2,Vol.2,part III,p28,1855.,Unknown.,"English Surnames,","[in] The Edinburgh Review, vol. ci, p. 355.","Camden, in a list of names of occupations, inserts that of
the great father of English poetry, Chaucer, adding by way of
necessary explanation, 'id est Hosier.' . . .
The Chaussure, commonly used in England when surnames
were first adopted by the commonalty, was of leather, covered
both the foot and the leg, and appears to have been called
Hose.* Hosier therefore is the same with Chaucier, which
comes from the Latin Calcearius.+
*Hose occurs as a surname Hosatus, etc., in the Close Rolls.
+Adelung, Wörterbuch, under Hose and Schuster; Du Cange, v. Ossa; and
Gesenius, Dissertatio Grammatica de Lingua Chauceri, p. 4.",
part3_p28_a3,Vol.2,part III,p28,1855.,Unknown.,"The Genius of Dryden,","[in] The Edinburgh Review, July, 1855, vol. cii, pp. 1, 3, 6, 9, 14, 26.","[p. 14] The early versification of Dryden is as superior to that of
Fairfax and Sandys as the versification of Fairfax and Sandys
is superior to that of Chaucer.",
part3_p28_a4,Vol.2,part III,p28,1855.,Unknown.,Review of Kingiley's Novels and Poems,"[in] The National Review, July 1855, vol. i, pp. 126-7.","[Thousands who only know Roger Bacon in connection with
his brazen head are familiar with the bright and living word¬
pictures of Chaucer. History and records go but a little way
in helping common minds towards the conception of bygone
manners and institutions.] But the poet comes, and not an
intelligent artisan nowadays but can ride with him and his
four and twenty [sic] in a company from the Southwark Tabard
that bright May morning on their pilgrimage to the shrine of
Thomas à Beckett. [Chaucer was familiar with the specula¬
tions of his day, but shows his knowledge in characters and
tales, not in discourses.]",
part3_p29_a1,Vol.2,part III,p29,1855.,"Wiseman, Nicholas Patrick Stephen, Cardinal.","On the Perception of Natural Beauty,","(a lecture, delivered 10 Dec., 1855), 1856, pp. 5-8, 24.","[p. 5] This intense love [of Nature] is to be found in the father
of our poetry, Chaucer. Narrow as was the limit of his
[p. 6] knowledge, or the range of his observation, he had those
instinctive perceptions which affection always bestows. His
descriptions of every aspect of nature ... have not been
surpassed by any modern poet.
[pp. 6-8] [Comparison of passages from the Parlement of Foules (Il
190-96 and 176-82) with Spenser, F. Q., Bk. ii, c. 1 and 2;
reference to the Flour and the Lefe.]
[p. 8] But before leaving these authors, I cannot but express a
natural regret, that in both too much, but I think exclusively
in the later one, every rich description of natural beauty
is connected with wantonness, voluptuousness, and debauch¬
ery. . .
[p. 24] [The idea that May is the month of the Virgin Mary is as
old as Chaucer; quotes Man of Law's Tale, Il. 848-54.]","[For Leigh Hunt's criticism on the passage from p. 8, see below, 1859.]"
part3_p29_a2,Vol.2,part III,p29,1856.,"Emerson, Ralph Waldo.",English Traits.,"Universities, p. 113, Literature, pp. 131-2, 144. (Works, Centenary edn., 1903, vol. v, pp. 200, 233-4, 256.)","[p. 233] A taste for plain strong speech, what is called a biblical
[p. 234] style, marks the English. ... Chaucer's hard painting of
his Canterbury pilgrims satisfies the senses.
[p. 256] We want the miraculous; the beauty we can manufacture
at no mill, can give no account of; the beauty of which
Chaucer and Chapman had the secret.",
part3_p29_a3,Vol.2,part III,p29-30,[1856.],"FitzGerald, Edward.","Salámán and Absal,","p. v, Prefatory Letter to Professor E. B. Cowell. (Letters and Literary Remains, ed. W. Aldis Wright, 1902-3, 7 vols., vol. vii, pp. 191, 210.)","[p.191] As for the much bodily omitted-it may readily be
guessed that an Asiatic of the 15th Century might say much
on such a subject that an Englishman of the 19th would not
care to read. Not that our Jámí is ever licentious like his
contemporary Chaucer, nor like Chaucer's Posterity in Times
that called themselves more civil.
[p. 210] [In later editions of Salámán and Absal, on the lines
Yearn, as is likely, to my Mother Earth,
Upon whose bosom I shall cease to weep,
And on my Mother's bosom fall asleep.
FitzGerald added the note:] The same figure is found in
Chaucer's ""Pardoner's Tale,"" and, I think, in other Western
poems of that era.","[FitzGerald quoted this passage from the Pardoner's Tale in his Calderon, q.v. above, 1853.]"
part3_p30_a1,Vol.2,part III,p30,1856.,"Knight, Charles.",The Popular History of England.,"8 vols. 1856-62; vol. i, 479-83, 489; vol. ii, pp. 11-13.","[vol. i.
pp. 479-
[Social classes in the fourteenth century illustrated by the
83]
Statute of Apparel, 1363, and Chaucer's pilgrims; quotations
from Prol.]
[vol. ii, [Chaucer a contributor to and a symptom of the spread of
pp. 11-
18]
knowledge in his day.]",
part3_p30_a2,Vol.2,part III,p30,1856.,"Landor, Walter Savage.",On Orthography.,"[Letter] To the Rev. Augustus Jessopp, [in] Fraser's Magazine, Feb. 1856, vol. liii, p. 244.","I much commend the late publisher of Milton's works for
observing his authography [sic]. The same had been done by
the judicious Tyrwhitt in his edition of Chaucer ...
I do not join you in your reprehension of Wordsworth for
modernizing Chaucer; because there are many who cannot
comprehend that admirable poet's versification, in which the
mute e, as in the French, is prolonged and sounded. Words¬
vorth is a poet of high merit, but neither of the same kind
nor of the same degree as Chaucer. He could no more have
written the Canterbury Tales, nor any poetry so diversified,
than he could have written the Paradise Lost ...","[Cf. Landor's letter, declining to take part in Horne’s modernization, above, 1841.]"
part3_p30_a3,Vol.2,part III,p30-31,1856.,"Lloyd, William Watkiss.","Critical Essay on Troilus and Cressida,","[in] The Dramatic Works of William Shakespeare, ed. S. W. Singer, 10 vols, vol. vii, pp. 316-9. [Reprinted in ""Critical Essays on the Plays of Shakespeare,"" 1875, pp. 322-4.]","[p. 316] Chaucer's Troilus and Cressida, in five long books, is a work
remarkable for more than its length; it is exceedingly full and
diffuse, a mere modicum of incident furnishes the simplest
skeleton to the large bulk, yet slowly as the story moves, it is
[p. 317] always moving, minute as are its details, they are ever touched
with liveliness; and archness and mock simplicity, irony most
delicate in grain is [sic] thrown over the whole, and gives a
fanciful glow to descriptions of otherwise literal nature. ...
[p. 318] There is some flatness perhaps in the last book both of
Chaucer and Boccaccio, from the falsehood of Cressida being
conveyed to Troilus at second-hand, by hearsay, cold letters,
and conclusively only by his love tokens being captured with
the equipments of Diomed. Shakespeare relieved this by
carrying him personally to the Greek tents.
The actual conclusion of Chaucer's poem is replete with
spirit generally in both conception and execution, but in no
point more so than in the compensation allotted to Troilus,
less it must be said for his merit, than for his simplicity and
suffering. It is after his troubles are over with his life that
he rises superior to the false loves and poor passions and pride
of a low world, and beholds the better end of existence.","[These Essays are reprinted from an edition of Shakespeare, of the same year, edited by W. W. Lloyd; there are further Chaucer allusions in the footnotes to this.]"
part3_p31_a1,Vol.2,part III,p31,1856.,"Maurice, Frederick Denison.","The Friendship of Books,","[a lecture delivered in 1856, printed in] The Friendship of Books, and other lectures, 1874, p. 16.","I might have spoken of the time of our Edward III, and
have given you some proofs that our first poet, Chaucer, was
a cordial, genial, friendly man, who could tell us a great
many things which we want to know about his own time,
and could also break down the barrier between his time and
ours.",
part3_p32_a1,Vol.2,part III,p32-33,1856.,"Ruskin, John.","Modern Painters,","1854-6, Volume iii, 1856, Part iv, Chapter vii, § 19, Chapter xiv, § 33. (Works, Library edn., ed. E. T. Cook and A. Wedderburn, 1903-12, 39 vols., vol. v, pp. 127, 273-4.)","[p. 127] Finally, as far as I can observe, it is a constant law that
the greatest men, whether poets or historians, live entirely in
their own age, and that the greatest fruits of their work are
gathered out of their own age. Dante paints Italy in the
thirteenth century; Chaucer, England in the fourteenth;
Masaccio, Florence in the fifteenth; Tintoret, Venice in the
sixteenth: all of them utterly regardless of anachronism and
minor error of every kind, but getting always vital truth out
of the vital present.
. . . . . . . . . . .
[p. 273] It is quite true that this [horror of a forest] is partly a char¬
acteristic, not merely of Dante, or of mediæval writers, but of
southern writers; for the simple reason that the forest, being with
them higher upon the hills, and more out of the way than in the
north, was generally a type of lonely and savage places; while
in England, the 'greenwood,' coming up to the very walls of the
towns, it was possible to be 'merry in the good greenwood,'
in a sense which an Italian could not have understood. Hence
Chaucer, Spenser, and Shakspere send their favorites per¬
petually to the woods for pleasure or meditation; and trust
their tender Canace, or Rosalind, or Helena, or Silvia, or
Belphœbe, where Dante would have sent no one but a con¬
demned spirit.",
part3_p33_a1,Vol.2,part III,p33-34,1856.,"Ruskin, John.","The Harbours of England,","[Illustrative text to Turner's drawings,] pp. 6-8. (Works, Library edn., ed. E. T. Cook and A. Wedderburn, 39 vols., 1903-12, vol. xiii, pp. 20-23.)","[p. 20] It is very interesting to note how repugnant every oceanic
[p. 21] idea appears to be to the whole nature of our principal
English mediæval poet, Chaucer. Read first The Man
of Lawe’s Tale, in which the Lady Constance is continually
floated up and down the Mediterranean, and the German
Ocean, in a ship by herself; carried from Syria all the way
to Northumberland, and there wrecked upon the coast;
thence yet again driven up and down among the waves for
five years, she and her child; and yet, all this while, Chaucer
does not let fall a single word descriptive of the sea, or
express any emotion whatever about it, or about the ship.
He simply tells us the lady sailed here and was wrecked
there; but neither he nor his audience appear to be capable
of receiving any sensation, but one of simple aversion, from
waves, ships, or sands. Compare with his absolutely apathetic
recital, the description by a modern poet of the sailing of a
vessel, charged with the fate of another Constance:
""It curled not Tweed alone, that breeze—
For far upon Northumbrian seas
It freshly blew, and strong;
... [to] The merry seamen laughed to see
Their gallant ship so lustily
Furrow the green sea foam.""
[Marmion, ii 1.]
Now just as Scott enjoys this sea breeze, so does Chaucer
the soft air of the woods; the moment the older poet lands,
he is himself again, his poverty of language in speaking of
the ship is not because he despises description, but because
he has nothing to describe. Hear him upon the ground in
Spring:
""These woodes else recoveren greene,
That drie in winter ben to sene,
[p. 22]
[to] Through which the ground to praisen is.""
[Rom. Rose, ll. 57-70.]
In like manner, wherever throughout his poems we find
Chaucer enthusiastic, it is on a sunny day in the ""good
greenwood,"" but the slightest approach to the seashore makes
him shiver; and his antipathy finds at last positive expression,
and becomes the principal foundation of the Frankeleine's Tale,
in which a lady, waiting for her husband’s return in a castle
by the sea, behaves and expresses herself as follows :—
""Another time wold she sit and thinke,
[to] 'Why han ye wrought this werk unresonable?'""
[Frankeleyns T., 129-44.]
The desire to have the rocks out of her way is indeed severely
punished in the sequel of the tale; but it is not the less
[p. 23] characteristic of the age, and well worth meditating upon, in
comparison with the feelings of an unsophisticated modern
French or English girl among the black rocks of Dieppe or
Ramsgate.",
part3_p35_a1,Vol.2,part III,p35,1856.,Unknown.,"Review of Poetical Works of Geoffrey Chaucer,","ed. Robert Bell, [in] The Christian Remembrancer, Oct. 1856, vol. xxxii, new series, pp. 327-56.","[A general account and welcome of Bell’s edition, with
references to previous editions. The treatment of The Testament
of Love for biographical purposes is new. The writer does
not pretend ""to trace all the particulars of his [Chaucer's]
life in The Testament of Love, or to distinguish what is
purely fictitious from what is intended to relate to real
events"": though he cannot help thinking that in one
sentence Chaucer intended to convey his love for his birth¬
place. The Court of Love is considered genuine, much space
is devoted to it, and there is some speculation as to Chaucer's
life at the University. The Cuckow and Nightingale and
Flour and Lefe are likewise accepted. The possibilities of
Chaucer’s adventures in Italy and the effect of his journeys
on his work are dwelt upon, pp. 344-5. There is a long
account and examination of the Hous of Fame, pp. 347-50,—
""one of the most admirable burlesque poems in the English
language,""—""which has not attracted so much attention as,
in our opinion, it deserves."" The review contains much
quotation from Chaucer, and the main pieces are examined
in some detail.]",
part3_p35_a2,Vol.2,part III,p35-36,1856.,Unknown.,"Review of Poetical Works of Geoffrey Chaucer,","ed. Robert Bell, [in] Fraser's Magazine, April, vol. liii, pp. 461-72.","[p. 462] As regards Chaucer, indeed, there is some excuse for
the comparative neglect of his writings by his countrymen.
In spite of all that has been written about the harmony of
his verse, and his portraiture of life, manners and nature, his
language is beset with no ordinary difficulties. As a language,
indeed, it is almost anomalous. It is not a foreign tongue,
neither is it our own. ...
[pp. 463-
4]
[The area of, and public for, written English very limited
in Chaucer's time; that for his new art still more so.]
[p. 465]
[The biographies; inadequacy of all before Nicolas's.]
[pp. 466-
70]
[An account of Chaucer's life.]
[p. 470]
From the circumstances of his position, Chaucer therefore
enjoyed the most abundant means of studying and representing
the character of his fellow-countrymen. And he had not
only the fairest opportunity for studying, but also a genius
and disposition peculiarly suited to the task. His powers of
observation were most keen and catholic; his sympathy with
every form of humanity intense; his curiosity was indefatig¬
able. . . .
[p. 471] Our age moves onward with such rapidity that we cannot
hope for any looking back to our elder literature as to a
general source of amusement or instruction. ... It would
[p. 472] accordingly be rash to predict, or even to hope, that Chaucer
will ever resume his station as a popular favourite. All that
we can claim for him is, therefore, the recognition of his
surpassing worth as an adjunct to the historian.",
part3_p36_a1,Vol.2,part III,p36,1856.,Unknown.,"Review of Poetical Works of Geoffrey Chaucer,","ed. Robert Bell, [in] Bentley’s Miscellany, March 1856, vol. xxxix, pp. 252-9.","[pp. 252- [Quotations from Byron, Berington, Denham, North, Tenny¬
4]
son, and Knight on Chaucer. Reference to the modernizations
published by Horne, 1841. On this work, following Bell,
the writer says:]
[p. 255] Wordsworth's Chaucer Wordsworthises. Leigh Hunt's
Chaucer is Leigh Huntish. Mrs. Browning's Chaucer in¬
dulges in Elizabeth Barrettisms. A reader acquainted with
the Lyrical Ballads, with the Story of Rimini, and with the
Vision of the Poets, has little difficulty, when conning these
several versions of the old bard, to discriminate between this
and that ""eminent hand,"" and distribute unhesitatingly suum
cuique.
[p. 256] [Praise of Bell’s edition, as making the true Chaucer known
to popular readers, with an account of Chaucer's versification
and language and a reprint of an accented passage from Bell.]
[pp. 256- [Further quotations from De Quincey, Alexander Smith,
9]
Camden, Elizabeth B. Browning, Coleridge, Dryden, Fitz¬
Gerald, Knight, Hippisley, and Bell, with a running com¬
mentary on the Canterbury Tales, Troilus and certain of
the minor poems. Chaucer's Dream (The Isle of Ladies) is
considered genuine.]",
part3_p36_a2,Vol.2,part III,p36-37,1856.,Unknown.,"Chaucer, Geoffrey,","[in] The English Cyclopædia . . . conducted by Charles Knight, Biog. vol. i, coll. 209-10.","[A life of Chaucer containing all the old legends, and
attributing to him the supposititious works, except the Testa¬
ment of Love, Nicolas’s rejection of which is quoted. Few can
read him with ease, and none without a dictionary; yet his
language can be mastered with a little pains, which would
be amply rewarded.]",
part3_p37_a1,Vol.2,part III,p37,1857-60.,"Chatelain, Jean Baptiste François Ernest de.","Contes de Cantorbéry,","traduits en vers français, 9 tom, London. [See below, App. B., and Chaucer devant la Critique, par C. F. E Spurgeon, Paris, 1911, p.316]",,
part3_p37_a2,Vol.2,part III,p37,1857-9.,"Child, Francis James.","English and Scottish Ballads,","8 vols., vol. i, pp. 80, 131; vol. ii, p. i; vol. iii, p. 137; vol. iv, p. 207; vol. v, p. 38; vol. viii, p. 152.","[vol. i
p. 181]
[Guy of Warwick mentioned by Chaucer among 'romances
of pris.'
[vol. ii,
p. 1]
[Glasgerion.]
[vol. iii,
p. 137]
HUGH OF LINCOLN. The exquisite tale which Chaucer has
put into the mouth of the Prioress exhibits nearly the same
incidents as the following ballad.",
