ID,Volume,Part,Page,Date,Author,Title,Imprint,Quotation,Headnote
part3_p124_a2,Vol.2,part III,p124,1879-80.,"Lanier, Sidney.","Shakspere and his Forerunners,","London, 1902, vol. i, pp. xiv, 32, 56-62 [Chaucer’s treatment of Nature in The Flour and the Lefe], 89, 93-4, 113, 137 [Chaucer's praise of wifehood], 140, 146-59 [The Clerkes Tale, copious extracts], 162-5 [the enormous error of calling Chaucer a 'well of English undefiled'], 192 [Chaucer's pronunciation], 202, 277, 287; vol. ii, pp. 19-21 [Chaucer's testimony as to English love of music], 27, 34n., to f. p. 102 [pictures of 'A Poticary and a Pardoner' from the Ellesmere MS.], 188, 221, 298-300 [Knightes Tale and Midsummer Night's Dream], 306, 316-7. [These lectures, printed in 1902, were delivered in Baltimore during the winter of 1879-80; see Preface.]","[p. 50] Chaucer’s poem The Flower and the Leafe. ... I do not
hesitate to pronounce a far finer poem than any of the Canter¬
bury Tales—in fact, to my thinking, worth all the Canterbury
Tales put together.",
part3_p124_a3,Vol.2,part III,p124-126,1879.,"Ward, Sir Adolphus William.",Chaucer.,(English Men of Letters.),"[p. 146] One very pleasing quality in Chaucer must have been his
modesty. In the course of his life this may have helped to
recommend him to patrons so many and so various, and to
make him the useful and trustworthy agent that he evidently
became for confidential missions abroad. ... To us, of course,
this quality of modesty in Chaucer makes itself principally
manifest in the opinion which he incidentally shows himself
to entertain concerning his own rank and claims as an author.
Herein, as in many other points, a contrast is noticeable
between him and the great Italian masters, who were so
sensitive as to the esteem in which they and their poetry
were held. Chaucer again and again disclaims all boasts of
[p. 147] perfection, or pretensions to pre-eminence, as a poet. . . .
He acknowledges as incontestable the superiority of the
poets of classical antiquity.
[p. 179] Closely allied to Chaucer’s liveliness and gaiety of dis¬
position, and in part springing from them, are his keen sense
of the ridiculous and the power of satire which he has at his
command. His humour has many varieties, ranging from
the refined and half-melancholy irony of the House of Fame
[p. 180] to the ready wit of the sagacious uncle of Cressid, the burl¬
esque fun of the inimitable Nun's Priest's Tale, and the very
gross salt of the Reeve, the Miller, and one or two others. . . .
Concerning, however, Chaucer’s use of the power which he in
so large a measure possessed, viz. that of covering with ridi¬
cule the palpable vices or weaknesses of the classes or
kinds of men represented by some of his character-types,
one assertion may be made with tolerable safety. Whatever
may have been the first stimulus and the ultimate scope of
the wit and humour which he here expended, they are not
to be explained as moral indignation in disguise. And in
truth Chaucer's merriment flows spontaneously from a
source very near the surface; he is so extremely diverting,
because he is so extremely diverted himself.
Herein, too, lies the harmlessness of Chaucer's fun. Its
harmlessness, to wit, for those who are able to read him in
something like the spirit in which he wrote. ...
[p. 181] But the realism of Chaucer is something more than exuber¬
ant love of fun and light-hearted gaiety. He is the first
great painter of character, because he is the first great
observer of it among European writers. . . . More especially
with regard to the manners and ways of women, which
often, while seeming so natural to women themselves, appear
so odd to male observers, Chaucer's eye was ever on the
alert.
[p. 187] His descriptions of nature are as true as his sketches of
human character; and incidental touches in him reveal his
love of the one as unmistakably as his unflagging interest
in the study of the other. Even those May-morning exordia,
in which he was but following a fashion—faithfully observed
both by the French trouvères and by the English romances
translated from their productions and not forgotten by the
author of the earlier part of the Roman de la Rose—always
came from his hands with the freshness of natural truth.
[Chap. IV, Epilogue, giving a sketch of the influence of
Chaucer.]",
part3_p126_a1,Vol.2,part III,p126-130,1880.,"Arnold, Matthew.","The Study of Poetry,","[the General Introduction to The English Poets, 1880, edited by T. H. Ward], pp. xxxi-xxxvi, xliv, xlv. [Reprinted in Essays in Criticism, 2nd ser., 1888, pp. 26-34, 49-51.]","[p. xxxi] But in the fourteenth century there comes an Englishman
nourished on this poetry [French romance-poetry], taught his
trade by this poetry, getting words, rhyme, metre from this
poetry; for even of that stanza which the Italians used, and
which Chaucer derived immediately from the Italians, the basis
and suggestion was probably given in France. Chaucer (I
have already named him) fascinated his contemporaries, but so
too did Christian of Troyes and Wolfram of Eschenbach.
Chaucer's power of fascination, however, is enduring; his
poetical importance does not need the assistance of the
historic estimate; it is real. He is a genuine source of joy
and strength, which is flowing still for us and will flow
always. He will be read, as time goes on, far more generally
than he is read now. His language is a cause of difficulty to
us, but so also, and I think in quite as great a degree, is the
language of Burns. In Chaucer's case, as in that of Burns, it
is a difficulty to be unhesitatingly accepted and overcome.
If we ask ourselves wherein consists the immense supe¬
riority of Chaucer's poetry over the romance poetry—why
it is that in passing from this to Chaucer we suddenly feel
ourselves to be in another world, we shall find that his
superiority is both in the substance of his poetry and in the
[p.
style of his poetry. His superiority in substance is given by
xxxii]
his large, free, simple, clear yet kindly view of human life,—
so unlike the total want, in the romance-poets, of all intelli¬
gent command of it. Chaucer has not their helplessness; he
has gained the power to survey the world from a central, a
truly human point of view. We have only to call to mind
the Prologue of The Canterbury Tales. The right comment
upon it is Dryden's 'It is sufficient to say, according to the
proverb, that here is God’s plenty.' And again: 'He is a
perpetual fountain of good sense.' It is by a large, free,
sound representation of things, that poetry, this high criticism
of life, has truth of substance.
Of his style and manner, if we think first of the romance-
poetry and then of Chaucer's divine liquidness of diction, his
divine fluidity of movement, it is difficult to speak temperately.
They are irresistible, and justify all the rapture with which
his successors speak of his ""gold dewdrops of speech.""
Johnson misses the point entirely when he finds fault with
Dryden for ascribing to Chaucer the first refinement of our
numbers, and says that Gower can also show smooth numbers
and easy rhymes. The refinement of our numbers means
something far more than this. A nation may have versifiers
with smooth numbers and easy rhymes, and yet may have
no real poetry at all. Chaucer is the father of our splendid
English poetry; he is our 'well of English undefiled,' because
by the lovely charm of his diction, the lovely charm of his
movement, he makes an epoch and founds a tradition. In
Spenser, Shakespeare, Milton, Keats, we can follow the
tradition of the liquid diction, the fluid movement, of
Chaucer; at one time it is his liquid diction of which in these
poets we feel the virtue, and at another time it is his fluid
movement. And the virtue is irresistible.
[p.
... I must yet find room for an example of Chaucer's
xxxiii]
virtue. ... I feel disposed to say that a single line is enough
to show the charm of Chaucer's verse; that merely one line
like this—
'O martyr souded1 in virginitee!'
has a virtue of manner and movement such as we shall not
1[Arnold's note:] The French soudé; soldered, fixed fast.
find in all the verse of romance-poetry;—but this is saying
nothing. The virtue is such as we shall not find, perhaps, in
all English poetry, outside the poets whom I have named as
the special inheritors of Chaucer's tradition. A single line,
however, is too little if we have not the strain of Chaucer's
verse well in our memory; let us take a stanza. It is from
The Prioress’s Tale, the story of the Christian child murdered
in a Jewry—
'My throte is cut unto my nekké-bone
Saidè this child, and as by way of kinde
I should have deyd, yea, longè time agone [etc.].
Wordsworth has modernised this Tale, and to feel how delicate
and evanescent is the charm of verse, we have only to read
Wordsworth's first three lines of this stanza after Chaucer's—
'My throat is cut unto the bone, I trow,
Said this young child, and by the law of kind
I should have died, yea, many hours ago.'
The charm is departed. It is often said that the power of
liquidness and fluidity in Chaucer's verse was dependent
upon a free, a licentious dealing with language such as is now
impossible; upon a liberty, such as Burns too enjoyed, of
making words like neck bird, into a dissyllable by adding to
[p.
xxxiv]
them, and words like cause, rhyme, into a dissyllable by sound
sounding the e mute. It is true that Chaucer's fluidity is
conjoined with this liberty, and is admirably served by it;
but we ought not to say that it was dependent upon it. It
was dependent upon his talent. Other poets with a like
liberty do not attain to the fluidity of Chaucer; Burns him¬
self does not attain to it. Poets, again, who have a talent
akin to Chaucer's, such as Shakespeare or Keats, have known
how to attain to his fluidity without the like liberty.
And yet Chaucer is not one of the great classics. His
poetry transcends and effaces, easily and without effort, all
the romance-poetry of Catholic Christendom; it transcends
and effaces all the English poetry contemporary with it, it
transcends and effaces all the English poetry subsequent to it
down to the age of Elizabeth. Of such avail is poetic truth
of substance, in its natural and necessary union with poetic
truth of style. And yet, I say, Chaucer is not one of the
great classics. He has not their accent. What is wanting to
him is suggested by the mere mention of the name of the first
great classic of Christendom, the immortal poet who died
eighty years before Chaucer,—Dante. The accent of such
verse as
""In la sua volontade è nostra pace ...""1
is altogether beyond Chaucer's reach; we praise him, but we
feel that this accent is out of the question for him. It may be
said that it was necessarily out of the reach of any poet in
the England of that stage of growth. Possibly; but we are to
adopt a real, not a historic, estimate of poetry. However, we
may account for its absence, something is wanting, then, to
the poetry of Chaucer, which poetry must have before it can
be placed in the glorious class of the best. And there is no
doubt what that something is. It is the σπουδαιότης, the
high and excellent seriousness which Aristotle assigns as one
[p.
xxxv]
of the grand virtues of poetry. The substance of Chaucer's
poetry, his view of things and his criticism of life, has
largeness, freedom, shrewdness, benignity; but it has not
this high seriousness. Homer's criticism of life has it,
Dante's has it, Shakespeare's has it. It is this chiefly
which gives to our spirits what they can rest upon; and with
the increasing demands of our modern ages upon poetry, this
virtue of giving us what we can rest upon will be more and
more highly esteemed. A voice from the slums of Paris, fifty
or sixty years after Chaucer, the voice of poor Villon out of
his life of riot and crime, has at its happy moments (as, for
instance, in the last stanza of La Belle Heaulmière) more of
this important poetic virtue of seriousness than all the pro¬
ductions of Chaucer. But its apparition in Villon, and in
men like Villon, is fitful; the greatness of the great poets,
the power of their criticism of life, is that their virtue is
sustained.
To our praise, therefore, of Chaucer as a poet there must be
this limitation; he lacks the high seriousness of the great
classics, and therefore an important part of their virtue.
Still, the main fact for us to bear in mind about Chaucer is
his sterling value according to that real estimate which we
1 So quoted by Arnold; the original (Paradiso, iii, 86) reads: E la sua volontate ...
firmly adopt for all poets. He has poetic truth of substance
though he has not high poetic seriousness, and corresponding
to his truth of substance he has an exquisite virtue of style
and manner. With him is born our real poetry. ...
The age of Dryden, together with our whole eighteenth
century which followed it, sincerely believed itself to have
produced poetical classics of its own, and even to have made
advance, in poetry, beyond all its predecessors. Dryden
regards as not seriously disputable the opinion 'that the
sweetness of English verse was never understood or practised
by our fathers.'1 Cowley could see nothing at all in Chaucer's
poetry. Dryden heartily admired it, and, as we have seen,
praised its matter admirably; but of its exquisite manner and
movement all he can find to say is that 'there is the rude
sweetness of a Scotch tune in it, which is natural and pleasing,
though not perfect.' Addison, wishing to praise Chaucer's
numbers, compares them with Dryden's own. And all through
the eighteenth century, and down even to our own times, the
stereotyped phrase of approbation for good verse found in our
early poetry has been, that it even approached the verse of
Dryden, Addison, Pope and Johnson. ...
[p. xliv] Burns, like Chaucer, comes short of the high seriousness of
the great classics. ... Yet we may say of him [Burns], as of
Chaucer, that of life and the world, as they come before
[p. xlv] him, his view is large, free, shrewd, benignant,—truly poetic,
therefore; and his manner of rendering what he sees is to
match. But we must note, at the same time, his great differ¬
ence from Chaucer. The freedom of Chaucer is heightened in
Burns, by a fiery, reckless energy; the benignity of Chaucer
deepens, in Burns, into an overwhelming sense of the pathos
of things;—of the pathos of human nature, the pathos, also,
of non-human nature. Instead of the fluidity of Chaucer's
manner, the manner of Burns has spring, bounding swiftness.
Burns is by far the greater force, though he has perhaps
less charm. The world of Chaucer is fairer, richer, more
significant than that of Burns.
1 [Note (unpublished) added by Dr. Furnivall :] We must recollect that, till
Tyrwhitt, no decent edition of the Canterbury Tales was accessible, and till Richard
Morris, none of the Minor Poems. So long as printers and editors disregarded
Chaucer's final e and printed as his, pieces that he never wrote, it was impossible
for any readers to appreciate his poetic powers.—F. J. F.",
part3_p131_a1,Vol.2,part III,p131-132,1880.,"Swinburne, Algernon Charles.","Short Notes on English Poets,","Chaucer, Spenser, the Sonnets of Shakespeare, Milton, [in] The Fortnightly Review, 1880, pp. 708-10. [Reprinted in Miscellanies, 1886, pp. 2-6, 88, 150, 152, 175.]","[Mr. W. Rossetti, in his Lives of Famous Poets, has selected
four of our poets ""as composing the supreme quadrilateral of
English song.""]
[p.2] It is through no lack of love and reverence for the name of
Chaucer that I must question his right, though the first
narrative poet of England, to stand on that account beside
her first dramatic, her first epic, or her first lyric poet. But,
being certainly unprepared to admit his equality with Shake¬
speare, with Milton, and with Shelley, I would reduce Mr.
Rossetti's mystic four to the old sacred number of three.
Pure or mere narrative is a form essentially and avowedly
inferior to the Iyrical or the dramatic form of poetry; and
the finer line of distinction which marks it off from the epic
marks it also thereby as inferior.
Of all whose names may claim anything like equality of
rank on the roll of national poets—not even excepting Virgil—
we may say that Chaucer borrowed most from abroad, and did
most to improve whatever he borrowed. I believe it would
be but accurate to admit that in all his poems of serious or
tragic narrative we hear a French or Italian tongue speaking
with a Teutonic accent through English lips. It has utterly
unlearnt the native tone and cadence of its natural inflections;
it has perfectly put on the native tone and cadence of a
stranger's; yet it is always what it was at first—lingua
romana in bocca tedesca. It speaks not only with more
vigour but actually with more swectness than the tongues of
its teachers; but it speaks after its own fashion no other
[p. 3] than the lesson they have taught. Chaucer was in the main
a French or Italian poet, lined thoroughly and warmly
throughout with the substance of an English humourist. And
with this great gift of specially English humour he combined,
naturally as it were and inevitably, the inseparable twin-born
gift of peculiarly English pathos. ... Dante represents,
at its best and highest, the upper class of the dark ages
not less than he represents their Italy; Chaucer repre¬
sents their middle class at its best and wisest, not less
than he represents their England; Villon represents their
lower class at its worst and its best alike even more
than he represents their France. And of these three the
English middle class, being incomparably the happiest and
wisest, is indisputably, considering the common circumstances
of their successive times, the least likely to have left us the
highest example of all poetry then possible to men. And of
their three legacies, precious and wonderful as it is, the
Englishman’s is accordingly the least wonderful and the least
precious. The poet of the sensible and prosperous middle
class in England had less to suffer and to sing than the
theosophic aristocrat of Italy, or the hunted and hungry
vagabond. ...
[p. 5] But in happy perfection of manhood the great and
fortunate Englishman almost more exceeds his great and
unfortunate fellow-singers than he is exceeded by them in
depth of passion and height of rapture, in ardour and intensity
of vision or of sense. With the single and sublimer
exception of Sophocles, he seems to me the happiest of all
great poets on record; their standing type and sovereign
example of noble and manly happiness.
[p. 152] [Comparison between Chaucer and Wordsworth. Chaucer
superior in breadth of human interest, in simplicity of varied
sympathies, in straightforward and superb command of his
materials as an artist, in warmth and wealth of humour, in
consummate power of narrative and in childlike manfulness of
compassionate or joyous emotion; but Wordsworth’s sublimity
is worth all the rest put together.]",[This last paragraph was added in 1886.]
part3_p132_a1,Vol.2,part III,p132,1881.,"Braddon, Mary Elizabeth (Mrs. Maxwell).","Asphodel,",3 vols.,[Miss Braddon took all the chapter headings of this novel from Chaucer.],"[""The reason of these quotations was this. Miss Braddon's 'Vixen' came out serially; and week by week in the dull London winter brought the beautiful wilful beroine hunting in the New Forest and loving her horses and hounds as a fresh bright scene to one reader, F. J. Furnivall. He delighted in the book, and told Mrs. Maxwell so with enthusiasm. She asked him to visit her at Richmond, and afterwards, meaning to please him, a Chaucer and Shakspere man, put the above Chaucer headings to the chapters in her next novel, and laid several of its scenes by Avonside near Stratford. When the work was published, she sent a copy to Dr. Furnivall, and he, not knowing the kind intent of it, was shocked to find its charming heroine Daphne, made to commit suicide at the end. So, in his letter of thanks to the generous authoress, he accused her of being a murderess, for killing his favourite character. Then Mrs. Maxwell heaped coals of fire on his head by telling him how she had tried to please him, and how he ought to have seen from the first that Daphne's sad end was inevitable, and was prepared for from her first appearance. Whereupon he repented, and apologized."" F. J. F]"
part3_p133_a1,Vol.2,part III,p133,1881.,"Poole, Henry.","Westminster Abbey: A Study on Poets' Corner,","[in] The Antiquary, October 1881, vol. iv, pp. 137, 139.","[p. 139] Having alluded to the probability that the table-tomb of
Chaucer was once against the screen of St. Benedict’s Chapel,
it may not be inopportune here to follow out the probable
story of it.
The tomb proper is evidently due to the period of the death
of Chaucer. Its quatre-foils bear his shield of arms, and
around at least three of the sides with [sic] the verge moulding,
wvhich probably bore a painted inscription. In 1556, there
was perhaps some necessity for totally removing the tomb, of
which advantage was taken by Chaucer's admirer, Nicholas
Brigham, to place it where it now is, and add to it a handsome,
though debased, canopy of Purbeck marble, and also a similar
marble slab, with a new inscription in Latin, that of the
marble table having become decayed and illegible. This slab
has undergone great decay and disintegration, so much so as
to almost totally obscure the inscription, as reported by Neale
in 1823 [or rather by E. W. Brayley in his History and
Antiquities of the Abbey Church of St. Peter, Westminster,
illustrated by J. P. Neale, 1818-23, vol. ii, 1823, q.v. above].
Fifty years' more disintegration followed with still further
obscuration, when the writer closely scrutinized and cleansed
the slab, discovering traces of all the letters but four.
Without any attempt to strengthen the engraving, the lettering
was developed by painting all the remaining traces with gold¬
coloured paint, and with the same pigment reproducing the
four absent letters; and now the inscription of 1558 is quite
distinct and perfectly durable.
The table of the tomb has lately been fully cleansed of dirt
and adhesions, beneath which the moulding, as well as much
of the surface, was found still to retain its original polish,
which the adhesion had preserved. Now the table displays
a fine specimen of the best Purbeck marble, which need never
become dull again.",
part3_p133_a2,Vol.2,part III,p133-134,1883.,"Coote, Henry Charles.","Chaucer's Ten-Syllable Verse,","[in] The Antiquary, July 1883, vol. viii, pp. 5-8.","[p. 5] Chaucer's Troilus was not only the first heroic poem and
the first real display of poetic genius in the language of
mediæval England, but was the starting-point and departure
from which English metre took its best and still prevailing
form. ...
[p. 7] At the very threshold of his task [that of rendering the
Filostrato into English] he had a problem to solve. ...
There was no English verse at all fit for the transfer of the
Italian. He must accordingly invent a new one. ...
He knew of two metres only, always excepting those used for
ballads and such like, which were of course out of the question
here. Of these two metres, one was too short as the other was
too long for his taste. I mean, of course, the eight-syllabled
distichs of himself and Gower, and the popular twelve syllable
[p. 8] verse such as is exhibited in the rough tale of Gamelin. ...
He therefore elected to invent for the nonce an entirely new
metre of his own, and to apply it to his new task. There was
a mean between eight and twelve, viz. ten. He accordingly
invented a verse of ten syllables with varying and appropriate
cæsuræ; and utilized his new invention by translating the
Filostrato into it; and posterity ratified his choice by adopting
it as the only verse to be employed upon themes either great
or graceful. ...
The consequences of this invention of the ten-syllable metre
it is impossible to exaggerate or over-estimate. The obvious
outcome of it is simply this and no other: without it we
should have had no Shakespeare, Milton, Dryden, or Pope, in
the sense in which we now have these great masters. To
convince us of this, we have only to imagine Othello and
Hamlet, not as we now have them through the remote leader¬
ship of Chaucer in a verse framed upon his model, but told
either in the lilting measure of Calderon, or the drawling
Alexandrines of France. ... Of course Milton must have
been better than Cædmon, and Pope would have done his best
to surpass Butler even in his own light measure, but that is all.
From all this Chaucer saved English literature and the
English race. ...",
part3_p134_a1,Vol.2,part III,p134-135,1883.,"Fagan, Charles","G. Chaucer in Oxenforde,","[in] The Oxford Magazine, Feb. 14, 1883, vol. i, pp. 66-7.","At Oxenforde I sawe in that citee
Of yonge clerkes a ful gret compagnie,
and I wol nowe you tellen everich on
hir wone and eke of hir condicion.
An aesthete was there as I schell you tell,
that hadde of artë lernèd every del;
of Michael-Ange and Raffael and Giote
he couldë glosen of hem al by rote.
. . . . . . . .
A Schipman was there eke, a bote captáin
that woldë souffre mochel toil and payne
teachand the freschë clerkes howe to rowe,
[etc.].",
part3_p135_a1,Vol.2,part III,p135,1883.,"Koch, John.","A Critical Edition of some of Chaucer's 'Minor Poems,'",Berlin.,"[An introduction treating of the orthography, etc., of the
early MSS. of Chaucer's Works is followed by a collated text
of I. An ABC. II. Chaucers Wordes vnto Adam, his owen
Scriveyn. III. The Former Age. IV. Fortune. V. Truth.
VI. Gentilesse. VII. Lack of Stedfastnesse. VIII. Lenvoy
de Chaucer a Bukton. IX. Lenvoy de Chaucer a Scogan.
X. La Compleinte de Chaucer a sa Bourse Voide; followed
by notes on each.]",
part3_p135_a3,Vol.2,part III,p135-136,1884.,"Pitt-Taylor, Frank.",The Canterbury Tales;,being selections from the Tales of Geoffrey Chaucer rendered into Modern English with close adherence to the Language of the Poet.,"[Brief Preface, followed by modernizations of the Prologue
and Tales by the Knight, Man of Law, Prioress, Monk,
Nun's Priest, Doctor, Pardoner, Wife of Bath, Clerk, Second
Nun, Canon's Yeoman and Manciple, with occasional omission
of various passages. The Prologue begins:]
When April with its sweet refreshing rain,
After the drought of March, hath reached again
The roots, and bathed each vein with gentle shower,
Of which virtue engendered is the flower;
When, too, the Zephyr, with her sweetest breath,
Inspiréd hath in every grove and heath
The tender crops, and when the youthful sun. ...",
part3_p136_a1,Vol.2,part III,p136,1884.,"Swinburne, Algernon Charles.","A Midsummer Holiday,","iii, On a Country Road, pp. 9-11. (Poems, 1904, 6 vols., vol. vi, pp. 9-10.)","[p. 9] Along these low pleached lanes, on such a day,
So soft a day as this, through shade and sun,
With glad grave eyes that scanned the glad wild way,
And heart still hovering o’er a song begun,
And smile that warmed the world with benison,
Our father, lord long since of lordly rhyme,
Long since hath haply ridden, when the lime
Bloomed broad above him, flowering where he came.
Because thy passage once made warm this clime,
Our father Chaucer, here we praise thy name.
[p. 10] Each turn of the old wild road whereon we stray,
. . . . . . . . . .
Meseems, might bring us face to face with one
Whom seeing we could not but give thanks, and pray
For England’s love our father and her son
To speak with us as once in days long done
With all men, sage and churl and monk and mime,
Who knew not as we know the soul sublime,
That sang for song’s love more than lust of fame.
Yet, though this be not, yet, in happy time,
Our father Chaucer, here we praise thy name.
Friend, even as bees about the flowering thyme,
Years crowd on years, till hoar decay begrime
Names once beloved; but, seeing the sun the same,
As birds of autumn fain to praise the prime,
Our father Chaucer, here we praise thy name.",
part3_p136_a2,Vol.2,part III,p136-137,1885.,"Collins, John Churton.","The Predecessors of Shakespeare,","[in] The Quarterly Review, Oct. 1885, vol. clxi, p. 338. [Revised and enlarged in Essays and Studies, 1895, pp. 106-7.]","The verdict of the age which immediately succeeds them
1887] Chaucer Criticism and Allusion. 137
[prose writers] is, as a rule, final. ... How different has
[p. 107] been the fate of poets! Take Chaucer. In 1500 his
popularity was at its height. During the latter part of the
sixteenth century it began to decline. From that date till the
end of William III's reign—in spite of the influence which
he undoubtedly exercised over Spenser, and in spite of the
respectful allusions to him in Sidney, Puttenham, Drayton,
and Milton—his fame had become rather a tradition than a
reality. In the following age the good-natured tolerance of
Dryden was succeeded by the contempt of Addison and the
supercilious patronage of Pope. Between 1700 and 1782
nothing seemed more probable than that the writings of the
first of England’s narrative poets would live chiefly in the
memory of antiquarians. In little more than half a century
afterwards we find him placed, with Shakespeare and Milton,
on the highest pinnacle of poetic renown.",
part3_p137_a1,Vol.2,part III,p137,1887.,"Marshall, Isabel, Porter, Lela, and Skeat, Walter William.",Ryme Index to the Manuscript Texts of Chaucer's Minor Poems.,By Miss I. Marshall and Miss L. Porter. With an introduction and an appendix of ryme-indexes to some spurious poems ... by W. W. Skeat.,,"[For use with the Parallel-Text edition, Chaucer Society, and reissued in 1889 for use with the One-Text edition.]"
