ID,Volume,Part,Page,Date,Author,Title,Imprint,Quotation,Headnote
part2_p164_a2,Vol.2,Part II,p164,1826.,Unknown.,"[Review of various editions of Chaucer, in]","The Retrospective Review, vol. xiv, pp. 305-57.","[The article contains severe criticism of modernized versions
of Chaucer.]",
part2_p164_a3,Vol.2,Part II,p164-165,1827.,"Adolphus, J. L.","Memoranda,","[in] J. G. Lockhart's Memoirs of Sir Walter Scott, Edinburgh, 1838, vol. vii, pp. 56-7. (Ed. A. W. Pollard, 1900, vol. v, p. 130.)","The chief ornament in Scott's study] was the print of
Stothard's Canterbury Pilgrims, which hung over the chim¬
neypiece, and, from the place assigned to it, must have been
in great favour, though Sir Walter made the characteristic
criticism upon it, that, if the procession were to move, the
young squire who is prancing in the foreground would in
another minute be over his horse’s head.",
part2_p165_a1,Vol.2,Part II,p165,1827.,"[De Quincey, Thomas.]","On Murder considered as one of the Fine Arts,","[in] Blackwood’s Edinburgh Magazine, Feb. 1827, p. 202. (Collected Writings, ed. D. Masson, Edinburgh, 1889-90, 14 vols., vol. xiii, p. 20.)","Indeed, the Jewish School [of the Art of Murder] was always
respectable, even in the dark ages, as the case of Hugh of
Lincoln shows, which was honoured with the approbation
of Chaucer, on occasion of another performance from the same
school, which, in his Canterbury Tales, he puts into the mouth
of the Lady Abbess.","[For another reference of De Quincey to the Prioresses Tale, see below, 1848; see also above, 1826. Unknown, in Blackwood's.]"
part2_p165_a2,Vol.2,Part II,p165,1827.,"Hood, Eu., pseud. [i. e. Haslewood, Joseph].","Notes on Mayster of the Game,","by Edmond de Langley, fifth son of Edward III, (Fly Leaves no. xxxvii), [in] The Gentleman's Magazine, April, 1827, p. 309.","Alauntz, or Mastiff. [Quotation, Knightes Tale, l. 1290.]","[""Eu. Hood"" is identifed with Haslewood by his album of these Fly Leaves (B.M., 1077. g. 26).]"
part2_p165_a3,Vol.2,Part II,p165,1827.,"Johnstone, John.","Specimens of Sacred and Serious Poetry, from Chaucer to the Present Day,",pp. 175-87.,"[The Prioresses Tale and Character of a Good Parson, modernised, with a brief account of Chaucer prefixed.]",
part2_p165_a4,Vol.2,Part II,p165,1827.,"Laing, Malcolm.","The Knightly tale of Golagrus and Gawane, and other ancient poems. Printed at Edinburgh by W. Chepman and A. Myllar in the year MDVIIJ,",ed. by M. Laing.,"[Poem No. viii is The Maying or Disport of Chaucer,
i.e. The Complaint of the Black Knight (by Lydgate). On
p. 14 of the Introduction, Laing has a note on the poem,
merely stating that it is included in all the editions of
Chaucer's works.]",
part2_p165_a5,Vol.2,Part II,p165-166,1827.,"Lamb, Charles.","Letter to B. R. Haydon,","March, 1827, [in] The Works of Charles and Mary Lamb, ed. by E. V. Lucas, 1903-5, vol. vii, Letters, p. 725.","I think I have hit on a subject for you, but can't swear it
was never executed–I never heard of its being–""Chaucer
beating a Franciscan Friar in Fleet Street."" Think of the
old dresses, houses, etc. [Lamb then quotes from Speght's
Life, 1598.]",
part2_p166_a1,Vol.2,Part II,p166,1827.,"Lamb, Charles.","A Death-bed, in a Letter to R. H., Esq, of B—.","(The Works of Charles and Mary Lamb, ed. by E. V. Lucas, 1903-5, 7 vols., vol. ii, pp. 246-7.)","[p. 246] Lettered he was not; his reading scarcely exceeded the
obituary of the old Gentleman's Magazine... Yet there
was the pride of literature about him from that slender
[p. 247] perusal... Can I forget the erudite look with which,
having tried to puzzle out the text of a Black lettered Chaucer
in your Corporation Library, to which he was a sort of
Librarian, he gave it up with this consolatory reflection–
""Jemmy,” said he, ""I do not know what you find in
these very old books, but I observe, there is a deal of very
indifferent spelling in them.""","[The hero of this story was Randal Norris, Sub-Treasurer of the Inner Temple. It is very slightly altered from a letter which Lamb wrote to Crabb Robinson on Jan. 20, 1827 (ed. Lucas, vol. vii, p. 721). For a note on the Essay see Lucas, vol. ii, pp. 452-3.]"
part2_p166_a2,Vol.2,Part II,p166,1827.,"Neele, Henry.",Lectures on English Poetry. Delivered at the Russell Institution in . . .,"1827, [in] The Literary Remains of the late Henry Neele, 1829. (3rd edn., 1839, pp. 3, 6-10, 19-20, 39, 48, 49-51, 70.)","[In the introductory lecture Neele describes Chaucer’s genius
as 'vast, versatile, and original,' p. 7. His attainments, both
in learning and knowledge of human nature, he declares, were
profound. He follows Tyrwhitt's lead in his brief remarks on
Chaucer's language, p. 8:]
[p. 8] Chaucer's versatility was most extraordinary.... His
humour and wit are of the brightest and keenest character;
but then his pathos is tremendous, and his descriptive powers
are of the highest order....
[p.49] Chaucer's outlines are more spirited and graceful; but
Spenser is the finer colourist. Chaucer I should compare to
Raffaelle, Spenser to Rubens; but then Chaucer combined
with all his elegance and beauty, many laughing graces...
I should say that Chaucer was Raffaelle and Teniers united:
Raffaelle, perhaps, a little lowered from his pinnacle of
dignity and elegance, and Teniers certainly much elevated
above his vulgarity and grossness.","[The Lectures on English Poetry were reprinted separately. The third edition, 1839, is the earliest in B.M.]"
part2_p167_a1,Vol.2,Part II,p167,1827.,"Taylor, George Watson.","Misreading,","[in the transcript of] Poems, written in English, by Charles Duke of Orleans, [from MS. Harleian, 682, producing a supposititious reference to Chaucer], Roxburghe Club, 1827, p. 17.","[MS. Harl. 682 is a very clear, well-written fifteenth-century
text, and the original poem in it, fol. 8, reads:
When y am leyd to slepe as for a stound
To haue my rest y can in no manere
For all the nyght myn hert aredith round
As in the romaunce of pleasaunt pancer,
this being, so far as the last line is concerned, an exact
translation of line 4, Ballade viii, in Charles of Orleans'
French Poème de la Prison (ed. d’Héricault, Paris, 1874,
tome i, p. 21), which reads
Car toute la nuit mon cueur lit
Ou Rommant de Plaisant Penser.
It is scarcely conceivable that Mr. Taylor, the editor of the
Roxburghe Club print, read the “pancer"" of the MS. as
""Chaucer,"" but, at any rate, he renders (without comment)
the above passage as follows:
For all the nyght myn hert aredith round
As in the romaunce of plesaunt chaucer,—
thus, with no foundation in the manuscript, turning the
passage into a Chaucer reference. This is misleading for those
readers who are not able to examine the MS.; see, for instance,
the conjecture of Dr. H. N. MacCracken in Publications of
the Modern Language Association of America, vol. xxvi,
pp. 150-1, that William de la Pole, Duke of Suffolk, may, in
translating the poems, have inserted this Chaucer reference.]",
part2_p167_a2,Vol.2,Part II,p167-168,1827.,Unknown.,"Chaucer, Sir Geoffrey,","[in] Encyclopaedia Edinensis, 1827, vol. ii, pp. 254-5.","[A short article, beginning with a cautious biography, in
which nothing is stated as certainty except the birth-date
1328, Chaucer's promotions in 1389, and death-date.]
Chaucer was not only the first, but also one of the best
English poets. He was great in every kind of poetry, and
displays every kind of excellence, excepting melody and
accuracy of measure, defects which are to be ascribed to the
imperfect state of the language... [Dryden quoted. The
Court of Love, Chaucer's first poem, followed by Troilus and
Criseyde. Many of the poems are allegories; the Dream (i. e.
the Isle of Ladies) and the Flower and the Leaf mentioned,
as well as The Book of the Duchesse, Romaunt of the Rose
and Hous of Fame.]
The Canterbury Tales... are alone sufficient to transmit
his name to posterity.... In his delineation of character he
is not considered inferior to Shakespeare himself.",
part2_p168_a1,Vol.2,Part II,p168,1827.,Unknown.,"Magaziniana,","[in] The London Magazine, vol. vii, Jan. 1827, new series, vol. vii, pp. 139-40.","[A modernization of Chaucer's poems much needed; Dryden
departs too much from his text. A version of the Friar from
the Prologue (ll. 223-26) is given as a “very fair specimen
of what is wanted.""]
The penance he imposed was never hard–
Whereby he gained a plentiful reward;
And in such cases an abundant gift
Was proof enough of an effectual shrift [etc.].",
part2_p168_a2,Vol.2,Part II,p168,1828.,"Allen, Thomas.","The History and Antiquities of London,","vol. iv, pp. 117, 525-6.","[p.117] The monument of Geoffrey Chaucer... is now much defaced,
and is often only very slightly glanced at. Geoffrey Chaucer
... was the son of Sir John Chaucer, a citizen of London.
[pp.525-6] [Passages on the Tabard Inn and the pilgrims, with
6]
quotations from Prologue.]",
part2_p168_a3,Vol.2,Part II,p168,1828.,"Angelo, Henry.","Reminiscences of Henry Angelo,","2 vols., 1828-30, vol. i, pp. vi, 8.","[p. 8] I remember being at Hampton many years before he
[Garrick] left the stage [i.e. c. 1770; see above, vol. i, p. 436],
and after supper, to amuse us boys, his reading Chaucer's Cock
and the Fox.",
part2_p168_a4,Vol.2,Part II,p168,1828.,"Drake, Nathan.","Mornings in Spring or Retrospections,","[Paper] No. xiii, Chaucer, Dunbar, and Burns Compared, vol. ii, pp. 1-17, 297 [quotation of Lady Pembroke’s letter to Selden, q.v. below, App. A., 1649].","[Drake fills a good deal of the space devoted to Chaucer
with appreciation of the poet’s descriptions of nature–among
the landscapes selected for praise being those in the spurious
Flower and Leaf and Complaint of the Black Knight.]",
part2_p168_a5,Vol.2,Part II,p168,1828.,"Gorton, John G.","A General Biographical Dictionary,","2 vols., vol. i, pp. 473-4.","[The article on Chaucer is abridged from Aikin's General
Biography, q.v. above, 1801.]",
part2_p169_a1,Vol.2,Part II,p169,1828.,"Hazlitt, William.","A Farewell to Essay-Writing,","[in] The Lon don Weekly Review, March 29. (Collected Works of William Hazlitt, ed. Waller and Glover, 1902-6, 13 vols, vol. xii, p. 327.)","[Praise of “Chaucer's Flower and Leaf.""]",
part2_p169_a2,Vol.2,Part II,p169,1828.,"Hunt, James Henry Leigh.","Fine Days in January and February,","[in] The Companion, Jan. 30, 1826, pp. 26-7. (Indicator and Ex aminer, 1834; Essays, 1891, p. 27-9.)","We think we see him [Chanticleer], as in Chaucer's home¬
stead:
He looketh as it were a grim leoun
[and 4 following lines, Nonne Prestes Tale, ll. 4369-73].
[p.23]... As fine, considered as mere music and versification, as
the description is pleasant and noble:
His combe was redder than the fine corall
[and 5 following lines, ll. 4049-54].
Hardly one pause like the other throughout, and yet all
flowing and sweet.... The accent, it is to be observed, in
those concluding words, as coral and colour, is to be thrown
on the last syllable.",
part2_p169_a3,Vol.2,Part II,p169,1828.,"Hunt, James Henry Leigh.","Lord Byron and Some of his Con temporaries,","pp. 376, 398-9 [also a few passing references].","[p. 376] Chaucer, one of my best friends, I was not acquainted with
till long afterwards [i. e. after his schooldays].
[p. 398] It is to him [Mr. Bell] the public are indebted for the small
edition of the Poets that preceded Cooke’s, and which, with
all my predilections for that work, was unquestionably superior
to it. Besides, it included Chaucer and Spenser. The omis¬
sion of these in Cooke’s edition was as unpoetical a sign of the
times, as the existing familiarity with their names is the
[p. 399] reverse.... He knew nothing of poetry.... Yet a certain
liberal instinct, and turn for large dealing, made him include
Chaucer and Spenser in his edition; he got Stothard to adorn
the one, and Mortimer the other.",
part2_p169_a4,Vol.2,Part II,p169-170,1828.,"Johnstone, John.","Specimens of the Lyrical, Descriptive and Narrative Posts of Great Britain, from Chaucer to the Present Day,","pp. 6, 12, 25-58.","[There are no extracts from Chaucer in the text, which
begins with Surrey; but the earlier history of English poetry
is told in the introduction, and here a very appreciative
account is given of Chaucer, with extracts from Troilus and
Criseyde, the Prologue and the Knightes Tale. Readers are
exhorted to master the few difficulties of his language, and
modernisers are criticised; but Wordsworth’s version of the
Prioresses Tale receives praise.]",
part2_p170_a1,Vol.2,Part II,p170,1828.,"Landor, Walter Savage.",Imaginary Conversations:,"Landor, English Visiter and Florentine Visiter, [in] Imaginary Conversa tions, vol. iii, 1828, p. 427. (Ed. C. G. Crump, 1891, 6 vols., vol. vi, p. 446.)","[p. 446] [Verses to Keats :]
Yet I would dream to meet thee at our home
[Printed in first and second editions only; given in the appendix of Cramp’s
With Spenser's quiet, Chaucer's livelier ghost.
edition.]",
part2_p170_a2,Vol.2,Part II,p170,[1828?],"Moore, Thomas.",Note [to] Song of the Departing Spirit of Tithe.,"(Poetical Works, ed. A. D. Godley, 1910, p. 613.)","Chaucer's Plowman complains of the Parish rectors, that
For the tithing of a duck,
Or an apple or an aye (egg),
They make him swear upon a boke;Thus they foulen Christ's fay.'","[The Plowman's Tale, author unknown, ll. 861-64. We have not been able to trace the frst appearance of this piece. In Moore's Poetical Works, collected by himself, 1840-41, 10 vols., it appears (vol. ix., pp. 17-21) between pieces dated 1828, and immediately following those published in Odes on Cern, Cash and Catholics, 1828. It is not found in Palmer's Index to the Times for 1828. The note containing the Chaucer reference may have been added by Moore in 1841.]"
part2_p170_a3,Vol.2,Part II,p170,1828.,"Scott, Sir Walter.","St. Valentine's Eve, or, The Fair Maid of Perth,","3 vols., vol. ii, ch. x, p. 300, vol. iii, ch. iv, p. 61. (Border edition, ed. Andrew Lang, 1894, vol. ii, chap. v, p. 84, chap. x, p. 147.)","[p. 84] “How now, Sir Leech!"" said the Dominican. ""Do you
call prayers for the dead juggling tricks? I know that
Chaucer, the English maker, says of you mediciners that your
study is but little on the Bible."" [Prologue, l. 433.]
[p. 147]
""This Austin humbly did.""—""Did he?"" quoth he.
[Chapter Heading]
""Austin may do the same again for me.
Pope's Prologue to the Canterbury Tales from Chaucer.",
part2_p170_a4,Vol.2,Part II,p170-171,1828.,"Scott, Sir Walter.","On Landscape Gardening, [review of] The Planter's Guide...","by Sir Henry Steuart, [in] The Quarterly Review, March, vol. xxxvii, p. 311.","The ancient English poets, Chaucer and Spenser in particular,
never luxuriate more than when they get into a forest;
by the accuracy with which they describe particular trees,
and from their noticing the different characters of the different
species, and the various effects of light and darkness upon
the walks and glades of the forest, it is evident that they
regarded woodland scenery not merely as associated with
their favourite sports, but as having in itself beauties which
they could appreciate.",
part2_p171_a1,Vol.2,Part II,p171,1828.,"Smith, John Thomas.","Nollekens and his Times,","vol. i, p. 179 [conversation between Nollekens and Catling in Westminster Abbey; a short note on Chaucer’s tomb]; vol. ii, pp. 467-71 [an account of Blake’s quarrel with Cromek and Stothard; q.v. above, 1808 and 1809. See Notes and Queries, 1st ser., ii, 420].",,
part2_p171_a2,Vol.2,Part II,p171,1828.,"Southey, Robert.","Letter to Grosvenor C. Bedford,","dated Keswick, Nov. 28, 1828. (Life and Correspondence of Southey, 1850, vol. v, p. 332.)","[Southey says if he were confined to twelve English books
his] library... would consist of Shakespeare, Chaucer,
Spenser and Milton; Lord Clarendon; Jackson, Jeremy
Taylor, and South; Isaac Walton, Sidney's Arcadia, Fuller's
Church History, and Sir Thomas Brown.",
part2_p171_a3,Vol.2,Part II,p171,1828.,"Tytler, Henry William.","Miscellanies,","Calcutta. [Modernizations of the Clerk’s Tale and the Tale of Gamelyn. Not in B.M., Bodleian, etc., or Watt, Allibone, English Catalogue, etc. See Chaucer, by E. P. Hammond, 1908, p. 229.]",,
part2_p171_a4,Vol.2,Part II,p171,1828.,Unknown.,"Critique of Woman's Love; or, the Triumph of Patience","(played at Theatre Royal, Covent Garden, Dec. 17, 19, 23, 1828), [in] The Times, Dec. 18, p. 2, col. 3.","[Quotation from Clerkes Tale. The play was a dramatisation
of the Griselda story. Kemble played the leading part,
Andrea, Duke of Saluzzo. The playbill gives no author.]",
part2_p171_a5,Vol.2,Part II,p171,1828.,Unknown.,"The Worthies of the United Kingdom; or Biographi cal Accounts of the Lives of the most illustrious Men, in Arts, Arms, Literature, and Science, connected with Great Britain.",,"[No. 4. Geoffrey Chaucer, the Father of English Poetry,
pp. 73-82, with engraved portrait, to face p. 73, dated June 1,
1827. A Life (with the old mistakes), and a short account
of his Works. His language not obsolete.]
The Canterbury Tales is the great basis of the fame of
Chaucer. . . . The. .. Tales are certainly one of the most
extraordinary monuments of human genius.... The Prologue
... is a copious and extensive review of the private life of
the fourteenth century in England.",
part2_p172_a1,Vol.2,Part II,p172,1829.,"Hartshorne, Charles Henry.","The Book Rarities in the University of Cambridge,","pp. 135-6 [Some Minor Poems of Chaucer, Lydgate and others, Caxton, n.d.], 138 [The Book of Fame, Caxton, n.d.], 149 [Troylus and Creseyde, 1517], 202 [Troylus and Creseyde, 1526], 211 [The Workes of Geffray Chaucer, Godfray, 1532], 232 [The Book of the Tales of Caunterburye, 1st edn.], 297 [Chaucer's Works, n.d., fol. The first three are in the University Library, the fourth and fifth in the King’s College Library, the sixth in the Pepysian Library, and the seventh in the Trinity College Library.]",,
part2_p172_a2,Vol.2,Part II,p172,1829-30.,"Hazlitt, William.","Conversations of James Northcote, Esq.,","Conversation the Fifteenth. (Collected Works of William Hazlitt, ed. Waller and Glover, 1902-6, 13 vols., vol. vi, pp. 378, 418, 466,523.)","Northcote... said, 'Sir Richard Phillips... came
here once with Godwin to shew me a picture which they
had just discovered of Chaucer, and which was to embellish
Godwin's Life of him. I told them it was certainly no
picture of Chaucer, nor was any such picture painted at
that time.'","[This Conversation probably appeared first in the Atlas, 1829, of which the B.M. has only one no.]"
part2_p172_a3,Vol.2,Part II,p172,1829.,"Hood, Thomas.","A Widow,","[in] The Gem, p. 26.","Are the traditional freaks of a Dame of Ephesus, or a Wife
of Bath, or a Queen of Denmark to cast so broad a shadow
over a whole sisterhood?","[This paper is a parody of Lamb by Hood, and is signed “C. Lamb."" See Works of Charles and Mary Lamb, ed. E. V. Lucas, 1903-5, vol. viii, pp. 785-6.]"
part2_p172_a4,Vol.2,Part II,p172,1829.,"Jameson, Anna.","The Loves of the Poets,","2 vols., vol. i, pp. 133-60. [Reprinted in 1837 as Romance of Biography (same pagination).]",[Chaucer and Philippa Picard.],
